text,label
طلب شراء أجهزة كمبيوتر جديدة رقم 1077,Medium
Deploy release candidate task #2978,Medium
التحقق من البريد الإلكتروني رقم 4991,High
Check emails task #1427,Medium
تحديث مستندات المشروع رقم 943,High
Submit annual financial report task #3192,High
Handle customer refund request task #4682,High
الرد على استفسارات العملاء رقم 4591,High
Weekly team sync task #3084,High
طلب شراء أجهزة كمبيوتر جديدة رقم 477,High
Handle customer refund request task #4027,Low
Weekly team sync task #25,High
Respond to client complaints immediately task #4412,Low
Set up monitoring alerts task #4366,Low
Prepare monthly KPI dashboard task #4660,Low
Check emails task #3933,Low
Handle customer refund request task #1813,High
Weekly team sync task #3159,Medium
Book travel tickets for conference task #4617,Medium
Deploy release candidate task #789,Low
Order new printers task #2207,High
Refactor legacy code task #2889,Medium
Weekly team sync task #572,High
Refactor legacy code task #1407,Medium
شكوى من العميل - يجب حلها فوراً رقم 3855,Medium
Check emails task #2085,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3419,Low
تصحيح خطأ في بوابة الدفع رقم 4808,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 1919,High
تحديث مستندات المشروع رقم 3936,Medium
اجتماع الفريق الأسبوعي رقم 2062,Medium
Create timeline for new project task #2898,Medium
تحضير عرض تقديمي للاجتماع رقم 207,High
Submit annual financial report task #4093,Low
شراء مستلزمات المكتب رقم 4670,High
Refactor legacy code task #47,High
شراء مستلزمات المكتب رقم 4999,High
Daily standup notes task #3464,High
Handle customer refund request task #2002,High
شكوى من العميل - يجب حلها فوراً رقم 1070,High
إصلاح عاجل لمشكلة في الخادم رقم 2478,Medium
إرسال التقرير النهائي غداً رقم 2911,High
اجتماع الفريق الأسبوعي رقم 347,High
تحضير عرض تقديمي للاجتماع رقم 1632,Medium
Book travel tickets for conference task #2521,Low
إرسال التقرير النهائي غداً رقم 419,Medium
Refactor legacy code task #4546,Low
تحديث مستندات المشروع رقم 4181,High
Prepare for board meeting task #1175,Medium
Prepare monthly KPI dashboard task #937,High
Book travel tickets for conference task #2916,Medium
Order new printers task #3791,Low
Set up monitoring alerts task #4066,Low
Team feedback session task #308,Medium
Fix login issue reported by users task #127,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 3346,Low
Plan for team outing task #458,Medium
Fix login issue reported by users task #4175,Medium
Refactor legacy code task #4421,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 4015,High
Deploy release candidate task #2465,Medium
Refactor legacy code task #3352,Medium
تحضير عرض تقديمي للاجتماع رقم 3362,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 4383,High
جدولة إجازة رقم 2463,Medium
تخطيط لحملة تسويقية رقم 1621,High
التحقق من البريد الإلكتروني رقم 1670,High
Fix login issue reported by users task #4781,Medium
تخطيط لحملة تسويقية رقم 87,High
تحديث أمني هام جداً رقم 1213,Low
Book travel tickets for conference task #4822,High
Check emails task #2177,Low
Schedule interviews for new hires task #631,Medium
تصحيح خطأ في بوابة الدفع رقم 4532,Medium
شكوى من العميل - يجب حلها فوراً رقم 4296,Medium
Submit annual financial report task #2869,Medium
Team feedback session task #207,High
Schedule interviews for new hires task #248,Low
Handle customer refund request task #2261,High
التحقق من البريد الإلكتروني رقم 549,Medium
مراجعة الكود للميزة الجديدة رقم 2441,Low
Submit annual financial report task #4980,Medium
الرد على استفسارات العملاء رقم 742,High
متابعة الفاتورة مع المورد رقم 3531,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 333,Medium
Create timeline for new project task #4910,Medium
Set up monitoring alerts task #2799,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 2008,Low
التحقق من البريد الإلكتروني رقم 3715,Medium
اجتماع الفريق الأسبوعي رقم 4082,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 4291,Medium
تحديث مستندات المشروع رقم 3341,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 3375,Medium
Fix production bug urgently task #972,Medium
Deploy release candidate task #1932,Medium
Schedule interviews for new hires task #1135,High
Book travel tickets for conference task #4039,High
Book travel tickets for conference task #3242,Medium
تصحيح خطأ في بوابة الدفع رقم 323,High
اجتماع الفريق الأسبوعي رقم 108,Medium
شراء مستلزمات المكتب رقم 4598,Medium
Daily standup notes task #3345,High
تخطيط لحملة تسويقية رقم 3912,Medium
مراجعة الكود للميزة الجديدة رقم 704,Medium
تصحيح خطأ في بوابة الدفع رقم 2854,Medium
تحضير عرض تقديمي للاجتماع رقم 3358,Low
Fix login issue reported by users task #4762,Low
Fix login issue reported by users task #4124,Medium
تصحيح خطأ في بوابة الدفع رقم 4555,Medium
شكوى من العميل - يجب حلها فوراً رقم 4158,Medium
Respond to client complaints immediately task #2997,Medium
Prepare monthly KPI dashboard task #922,Medium
اجتماع الفريق الأسبوعي رقم 2918,Low
Refactor legacy code task #1323,High
Refactor legacy code task #2406,High
Daily standup notes task #4868,Medium
Refactor legacy code task #4359,High
Deploy release candidate task #2447,High
Respond to client complaints immediately task #1894,Medium
Book travel tickets for conference task #2379,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 4061,High
مراجعة الكود للميزة الجديدة رقم 600,Low
جدولة إجازة رقم 3324,Medium
Book travel tickets for conference task #4292,High
Set up monitoring alerts task #4744,Medium
التحقق من البريد الإلكتروني رقم 3471,High
تحديث مستندات المشروع رقم 4130,Low
Prepare for board meeting task #1412,Medium
Handle customer refund request task #4343,Medium
تحديث أمني هام جداً رقم 4888,Medium
إرسال التقرير النهائي غداً رقم 810,Medium
Respond to client complaints immediately task #1618,High
متابعة الفاتورة مع المورد رقم 1213,Medium
Fix production bug urgently task #1631,High
تصحيح خطأ في بوابة الدفع رقم 2582,Low
Submit annual financial report task #2828,Medium
Create timeline for new project task #3494,Low
Prepare monthly KPI dashboard task #551,High
Daily standup notes task #139,High
Check emails task #2051,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1907,Low
Prepare for board meeting task #2142,Medium
شكوى من العميل - يجب حلها فوراً رقم 1416,Medium
شراء مستلزمات المكتب رقم 228,High
Deploy release candidate task #3764,Medium
Team feedback session task #1066,High
اجتماع الفريق الأسبوعي رقم 636,High
شراء مستلزمات المكتب رقم 3526,Medium
Deploy release candidate task #2070,Medium
Deploy release candidate task #4613,Medium
مراجعة الكود للميزة الجديدة رقم 2587,Medium
Update antivirus software task #1032,Medium
تحديث أمني هام جداً رقم 297,Medium
Prepare monthly KPI dashboard task #4282,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2814,Medium
تخطيط لحملة تسويقية رقم 1833,Medium
Create timeline for new project task #4443,Low
جدولة إجازة رقم 4489,Low
Refactor legacy code task #527,Medium
Handle customer refund request task #1311,Low
التحقق من البريد الإلكتروني رقم 1395,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 992,Medium
Daily standup notes task #1848,High
شراء مستلزمات المكتب رقم 3541,High
شراء مستلزمات المكتب رقم 4923,High
متابعة الفاتورة مع المورد رقم 1606,Medium
